Lon_S;Lat_S;Lon_M;Lat_M;Lon_E;Lat_E;Fecha;Hora;Minimum_integration_threshold;Frequency;Exclude_below_line_depth_max;Transecta;UBM;NASC_mezcla_MS.MC;NASC_Unclassified_regions;P_Card_mezcla_MS.MC;P_Card_Unclassified_regions;N_Card_mezcla_MS.MC;N_Card_Unclassified_regions;Distancia_al_lance_asociado;Lance;Relinga_inferior_media;sA_Merluza_Austral;sA_Merluza_Cola;sA_Merluza 3 Aletas;sA_Reineta;sA_Jibia;sA_Congrio Dorado;sA_Sierra;sA_Brótula;sA_Tollo pajarito;sA_Granadero chileno;sA_Willy;sA_Gutigaudido;sA_Cojinoba gris;sA_Cojinoba moteada;sA_Tollo negro raspa;sA_Tollo cacho;sA_Tollo negro narigón;sA_Tollo Negro Peine;sA_Mictofidos;sA_Calamar
-74.8603411;-44.20837086;-74.85456367;-44.20852836;-74.84882033;-44.20857761;20250810; 21:29:14.7980;-65;38;585.842519;ACUST009A;39;1122.945406;0;348.7454;0;1;0;0.510025709;8;375;412.833782;710.111624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.84872858;-44.20857118;-74.84300009;-44.2081576;-74.83715807;-44.20816888;20250810; 21:32:39.7980;-65;38;534.473395;ACUST009A;40;1097.56356;0;327.619399;0;1;0;0.806514399;8;375;403.5025327;694.0610273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.837145;-44.20817;-74.83144282;-44.20854167;-74.82575025;-44.20869209;20250810; 21:36:03.6470;-65;38;511.360223;ACUST009A;41;1960.325225;0;303.928269;0;1;0;1.242065188;8;375;720.6837236;1239.641501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.82567303;-44.20869365;-74.81998167;-44.208445;-74.81411855;-44.20818;20250810; 21:39:27.4610;-65;38;426.619558;ACUST009A;42;2176.63832;0;264.075862;0;1;0;1.703049766;8;375;800.2079396;1376.43038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.814085;-44.20818;-74.80837977;-44.20810223;-74.8025495;-44.20832271;20250810; 21:42:50.1720;-65;38;468.0351;ACUST009A;43;1496.923969;0;282.80553;0;1;0;2.171961049;8;375;550.321307;946.602662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.80254295;-44.20832356;-74.79671957;-44.20850139;-74.7910285;-44.20841226;20250810; 21:46:11.7920;-65;38;459.513827;ACUST009A;44;1569.567376;0;287.548214;0;1;0;2.678769199;8;375;577.0275496;992.5398264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.79094504;-44.20840676;-74.78523362;-44.20816568;-74.77944194;-44.20825009;20250810; 21:49:32.3120;-65;38;439.054533;ACUST009A;45;2481.458085;0;270.665137;0;1;0;3.150807559;8;375;912.2702854;1569.1878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.77935011;-44.20825141;-74.77357147;-44.20863667;-74.7678154;-44.20857461;20250810; 21:52:52.8230;-65;38;373.915004;ACUST009A;46;1193.611002;0;246.160318;0;1;0;3.668315207;8;375;438.8129125;754.7980895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.7677376;-44.20857057;-74.76197273;-44.20835698;-74.75620954;-44.20823527;20250810; 21:56:13.3330;-65;38;343.673153;ACUST009A;47;1152.075192;0;210.715081;0;1;0;4.150169199;8;375;423.5429043;728.5322877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.75611562;-44.20823167;-74.75035124;-44.20811422;-74.74454923;-44.20841007;20250810; 21:59:30.4060;-65;38;244.858638;ACUST009A;48;444.601671;0;158.179439;0;1;0;4.635177014;8;375;163.4510354;281.1506356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.74448617;-44.20841557;-74.74319069;-44.20851558;-74.74180351;-44.2086277;20250810; 22:01:30.3070;-65;38;118.554862;ACUST009A;49;0;0;0;0;0;0;4.960722287;8;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.19151167;-44.33373;-75.18596096;-44.33350275;-75.18021369;-44.33295771;20250811; 07:43:09.2910;-65;38;126.884942;ACUST011A;1;0;0;0;0;0;0;6.893360908;10;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.18015365;-44.33295932;-75.17440944;-44.33308488;-75.16856512;-44.33320242;20250811; 07:46:20.8370;-65;38;129.607394;ACUST011A;2;0;0;0;0;0;0;7.36672104;10;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.16850858;-44.33320563;-75.1627274;-44.33349919;-75.15703829;-44.33358361;20250811; 07:49:31.4290;-65;38;127.770571;ACUST011A;3;0;0;0;0;0;0;7.719717062;11;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.15698074;-44.33358069;-75.15115197;-44.333505;-75.14539888;-44.33355449;20250811; 07:52:42.9630;-65;38;129.047863;ACUST011A;4;0;0;0;0;0;0;7.778689963;11;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.14534277;-44.33355333;-75.1395584;-44.33367828;-75.13376876;-44.33400902;20250811; 07:55:57.4020;-65;38;130.06319;ACUST011A;5;0;0;0;0;0;0;7.860996359;11;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.13371254;-44.33401112;-75.12795841;-44.333985;-75.1221887;-44.33387667;20250811; 07:59:12.8330;-65;38;131.628173;ACUST011A;6;0;0;0;0;0;0;7.969166693;11;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.12213115;-44.33387656;-75.11641385;-44.33397214;-75.11061588;-44.33387167;20250811; 08:02:29.2070;-65;38;141.072679;ACUST011A;7;4.230632;0;125.291526;0;1;0;8.120111032;11;368;3.119392705;1.111239295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.11056077;-44.33387238;-75.10478933;-44.333679;-75.09902211;-44.33365833;20250811; 08:05:46.5240;-65;38;148.097106;ACUST011A;8;13.853423;0;131.2043;0;1;0;7.956442955;8;375;5.093000051;8.760422949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.09896479;-44.33366075;-75.09326646;-44.33368027;-75.08751197;-44.33359;20250811; 08:09:04.8470;-65;38;154.720363;ACUST011A;9;39.538173;0;127.141666;0;1;0;7.736122202;8;375;14.53560735;25.00256565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.08745593;-44.33359;-75.08170482;-44.33380692;-75.07592003;-44.33390976;20250811; 08:12:24.0830;-65;38;159.663701;ACUST011A;10;58.2361;0;127.995576;0;1;0;7.54573298;8;375;21.40961554;36.82648446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.07586353;-44.33391374;-75.07006029;-44.33372877;-75.06434338;-44.33372163;20250811; 08:15:45.3000;-65;38;164.627112;ACUST011A;11;69.338148;0;134.542902;0;1;0;7.375420752;8;375;25.49111446;43.84703354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.06428004;-44.33372314;-75.05854317;-44.33392535;-75.05277127;-44.33404713;20250811; 08:19:06.5370;-65;38;166.012702;ACUST011A;12;50.580324;0;142.74103;0;1;0;7.248762249;8;375;18.59508605;31.98523795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.05272066;-44.3340421;-75.04699504;-44.33368108;-75.04113492;-44.33359015;20250811; 08:22:25.8060;-65;38;165.541292;ACUST011A;13;64.875;0;138.907589;0;1;0;7.13357761;8;375;23.85030605;41.02469395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.04107886;-44.33359496;-75.03538269;-44.33397587;-75.02960066;-44.3339095;20250811; 08:25:42.1980;-65;38;160.220504;ACUST011A;14;53.301891;0;132.828301;0;1;0;7.078242557;8;375;19.59562872;33.70626228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.02954745;-44.33389542;-75.02378258;-44.33370466;-75.01803402;-44.33357535;20250811; 08:28:58.5410;-65;38;156.089011;ACUST011A;15;13.091343;0;135.582725;0;1;0;7.027300036;8;375;4.812832942;8.278510058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.01798172;-44.333575;-75.01220111;-44.33350012;-75.00645422;-44.33356535;20250811; 08:32:15.8680;-65;38;154.489729;ACUST011A;16;3.260654;0;136.127793;0;1;0;7.013465722;8;375;1.198729801;2.061924199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.00640103;-44.33356879;-75.00057544;-44.33350576;-74.99484011;-44.33327632;20250811; 08:35:33.2170;-65;38;151.869848;ACUST011A;17;20.674779;0;129.583497;0;1;0;7.047169155;8;375;7.600767732;13.07401127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.99478028;-44.33326969;-74.99432114;-44.33327667;-74.99386671;-44.33323571;20250811; 08:37:21.0140;-65;38;141.995618;ACUST011A;18;0;0;0;0;0;0;7.064252582;8;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.411075;-44.33402667;-75.40565976;-44.33298518;-75.40022005;-44.33352218;20250811; 21:07:09.7190;-65;38;699.679385;ACUST011B;1;74.113926;0;435.554277;0;1;0;2.633479457;10;375;50.76853368;23.34539232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.40013858;-44.3335133;-75.39409935;-44.33335253;-75.38865659;-44.33354097;20250811; 21:10:37.0570;-65;38;699.76009;ACUST011B;2;76.938639;0;440.265194;0;1;0;2.124438143;10;375;52.70348093;24.23515807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.38859407;-44.3335469;-75.38282921;-44.33356781;-75.37710617;-44.333735;20250811; 21:13:53.1180;-65;38;699.784996;ACUST011B;3;121.254261;0;421.915387;0;1;0;1.64298486;10;375;83.0599776;38.1942834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.37704712;-44.33373805;-75.37134612;-44.33417232;-75.36556393;-44.33414267;20250811; 21:17:14.8410;-65;38;566.589335;ACUST011B;4;761.751196;0;352.875674;0;1;0;1.136092206;10;375;521.8046504;239.9465456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.36550035;-44.33412293;-75.3598812;-44.33338184;-75.35412511;-44.33299034;20250811; 21:20:37.3990;-65;38;455.382647;ACUST011B;5;849.802567;0;305.425106;0;1;0;0.775226937;10;375;582.1204269;267.6821401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.35407059;-44.33299195;-75.34831229;-44.33318482;-75.34256914;-44.33338128;20250811; 21:23:58.9270;-65;38;369.897543;ACUST011B;6;270.583942;0;241.498193;0;1;0;0.520502442;10;375;185.3518052;85.23213683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.34251106;-44.33338533;-75.33674308;-44.33321157;-75.33093332;-44.33316818;20250811; 21:27:19.4000;-65;38;249.942003;ACUST011B;7;331.510668;0;183.676144;0;1;0;0.639133449;10;375;227.0870189;104.4236491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.33088167;-44.33316648;-75.32525787;-44.33350316;-75.3194491;-44.33394167;20250811; 21:30:39.7580;-65;38;206.657189;ACUST011B;8;167.722827;0;172.295936;0;1;0;1.022673092;10;375;114.8912553;52.83157173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.31940272;-44.33394398;-75.3136387;-44.33389449;-75.30779574;-44.33388655;20250811; 21:33:58.1570;-65;38;193.648939;ACUST011B;9;77.988423;0;163.690793;0;1;0;1.492687045;10;375;53.42258997;24.56583303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.3077366;-44.33388816;-75.30199093;-44.33419607;-75.29621414;-44.33441928;20250811; 21:37:14.6320;-65;38;182.805968;ACUST011B;10;58.962181;0;158.791896;0;1;0;1.985729283;10;375;40.38948729;18.57269371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.29615642;-44.33441899;-75.29040101;-44.33433723;-75.28459449;-44.33433154;20250811; 21:40:30.1240;-65;38;177.259543;ACUST011B;11;38.022339;0;157.352748;0;1;0;2.478974011;10;375;26.04555584;11.97678316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.28454138;-44.33433461;-75.27880513;-44.33455567;-75.27306149;-44.33434048;20250811; 21:43:46.5990;-65;38;173.807905;ACUST011B;12;30.441249;0;153.019514;0;1;0;2.980044395;10;375;20.85245862;9.58879038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.27300537;-44.33433674;-75.26728759;-44.33369834;-75.26147925;-44.33334103;20250811; 21:47:04.9680;-65;38;167.673911;ACUST011B;13;39.85086;0;144.646907;0;1;0;3.42989452;10;375;27.29810492;12.55275508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.26142259;-44.33334109;-75.25571713;-44.33360985;-75.24985288;-44.33386;20250811; 21:50:22.3800;-65;38;165.025868;ACUST011B;14;93.82714;0;133.65795;0;1;0;3.918040329;10;375;64.27221676;29.55492324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.24979719;-44.33386;-75.24402965;-44.33371335;-75.23827938;-44.33353861;20250811; 21:53:38.8030;-65;38;155.071322;ACUST011B;15;47.371625;0;129.344524;0;1;0;4.421223279;10;375;32.44987911;14.92174589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.23822318;-44.33354273;-75.23241858;-44.33382188;-75.22673837;-44.33416301;20250811; 21:56:56.1850;-65;38;142.872177;ACUST011B;16;0;0;0;0;0;0;4.922237654;10;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.22668841;-44.33415609;-75.22085246;-44.33412167;-75.21503553;-44.33386134;20250811; 22:00:16.4410;-65;38;137.937159;ACUST011B;17;0;0;0;0;0;0;5.431463972;10;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.21497436;-44.33385833;-75.20923186;-44.33398833;-75.20340615;-44.33406655;20250811; 22:03:35.7420;-65;38;133.484919;ACUST011B;18;0;0;0;0;0;0;5.921890528;10;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.20334938;-44.33406833;-75.19747905;-44.33378987;-75.19179592;-44.333715;20250811; 22:06:53.0980;-65;38;127.378256;ACUST011B;19;0;0;0;0;0;0;6.414846454;10;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.19173404;-44.333715;-75.191272;-44.33376617;999;999;20250811; 22:08:40.9330;-65;38;124.847102;ACUST011B;20;0;0;0;0;0;0;6.679338242;10;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
999;999;-75.1953655;-45.08325257;-75.18983761;-45.08356644;20250814; 06:37:30.2910;-65;38;306.654371;ACUST0220;35;168.810576;0;252.207393;0;1;0;3.544396417;17;0;50.07421028;118.7363657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.18975623;-45.0835661;-75.18380793;-45.0838682;-75.17813434;-45.08376426;20250814; 06:40:22.6690;-65;38;271.767498;ACUST0220;36;71.948759;0;234.067736;0;1;0;4.061845024;17;0;21.34213017;50.60662883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.17807232;-45.08375992;-75.17223816;-45.08374106;-75.16636284;-45.0839967;20250814; 06:43:15.1180;-65;38;247.77816;ACUST0220;37;101.803998;0;215.447027;0;1;0;4.531804882;17;0;30.19807718;71.60592082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.16629551;-45.08400151;-75.16054619;-45.08421195;-75.1547028;-45.08413372;20250814; 06:46:12.3390;-65;38;229.488583;ACUST0220;38;73.928159;0;198.524469;0;1;0;5.048783374;17;0;21.92927876;51.99888024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.15464222;-45.08412731;-75.14878065;-45.08382884;-75.14286782;-45.08361692;20250814; 06:49:12.4300;-65;38;216.721098;ACUST0220;39;79.701102;0;192.704076;0;1;0;5.514109918;17;0;23.64170442;56.05939758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.14277667;-45.08361813;-75.13712347;-45.08393885;-75.13121297;-45.08417029;20250814; 06:52:14.4310;-65;38;207.460739;ACUST0220;40;48.685761;0;187.526379;0;1;0;6.00854605;17;0;14.44163684;34.24412416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.13114839;-45.08417213;-75.12514919;-45.08412165;-75.11931596;-45.08369629;20250814; 06:55:16.4310;-65;38;201.213095;ACUST0220;41;145.482433;0;180.2153;0;1;0;6.521771836;17;0;43.15439302;102.32804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.11923387;-45.08370689;-75.11351929;-45.08351874;-75.10760722;-45.08352682;20250814; 06:58:18.3850;-65;38;192.930469;ACUST0220;42;204.840937;0;171.741398;0;1;0;6.971508644;17;0;60.76188114;144.0790559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.10754448;-45.08352815;-75.10167735;-45.08339089;-75.0959397;-45.08306465;20250814; 07:01:23.2520;-65;38;186.237468;ACUST0220;43;561.3532;0;166.534486;0;1;0;7.142166605;33;0;484.3755275;76.97767254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.09588197;-45.08306643;-75.09002014;-45.08321238;-75.08419985;-45.08351691;20250814; 07:04:31.9810;-65;38;180.290173;ACUST0220;44;110.776423;0;161.41466;0;1;0;6.900610157;33;0;95.58578863;15.19063437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.08414195;-45.08352012;-75.07821696;-45.08365167;-75.07240598;-45.08331833;20250814; 07:07:42.6290;-65;38;175.400093;ACUST0220;45;37.906364;0;159.274944;0;1;0;6.634410257;33;0;32.70831102;5.198052982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.07235007;-45.08331809;-75.06656847;-45.08314745;-75.060645;-45.08334548;20250814; 07:10:54.2420;-65;38;171.743673;ACUST0220;46;42.250223;0;155.11249;0;1;0;6.474731196;33;0;36.45650199;5.793721013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.06058046;-45.0833515;-75.0547268;-45.08342627;-75.04897279;-45.08302283;20250814; 07:14:05.8510;-65;38;169.537414;ACUST0220;47;77.431389;0;154.943207;0;1;0;6.284919598;33;0;66.81331805;10.61807095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.0489094;-45.08301869;-75.04307466;-45.08281498;-75.03720241;-45.0828381;20250814; 07:17:15.5230;-65;38;299.526088;ACUST0220;48;67.085399;0;185.176172;0;2;0;6.19809496;33;0;57.88606091;9.199338093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.03713817;-45.0828365;-75.03134001;-45.08285;-75.02536506;-45.08276319;20250814; 07:20:23.0700;-65;38;432.719019;ACUST0220;49;923.912063;0;261.398211;0;1;0;6.100301758;33;0;797.2171404;126.6949226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.02528048;-45.08276638;-75.01948441;-45.08288967;-75.01365234;-45.08269167;20250814; 07:23:33.9770;-65;38;238.113882;ACUST0220;50;617.910953;0;176.2913625;0;2;0;6.0416219;33;0;533.1775855;84.73336751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.01356753;-45.08268692;-75.00770037;-45.08260391;-75.00188649;-45.08302667;20250814; 07:26:43.4330;-65;38;267.487018;ACUST0220;51;439.251036;0;185.85824;0;1;0;6.044042141;33;0;379.0170827;60.23395326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.00180601;-45.08303481;-74.99601088;-45.08312713;-74.99020657;-45.08287592;20250814; 07:29:51.5060;-65;38;240.199671;ACUST0220;52;74.847817;0;183.76706;0;1;0;6.040491161;33;0;64.58402809;10.26378891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.99012159;-45.082875;-74.98424626;-45.08283667;-74.97837136;-45.08297127;20250814; 07:33:02.3700;-65;38;376.480155;ACUST0220;53;1027.94062;0;248.774943;0;1;0;6.123027974;33;0;886.9803896;140.9602304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.97828494;-45.08297208;-74.97246334;-45.08306333;-74.96667916;-45.08271175;20250814; 07:36:11.9220;-65;38;310.867267;ACUST0220;54;173.815907;0;209.236419;0;1;0;6.219250867;33;0;149.9807459;23.83516113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.96659137;-45.08270577;-74.96067849;-45.0824896;-74.95492221;-45.08253694;20250814; 07:39:22.0300;-65;38;238.821159;ACUST0220;55;8.741199;0;180.623635;0;1;0;6.386411225;33;0;7.542529153;1.198669847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.95486408;-45.08254061;-74.94901626;-45.08290582;-74.94319804;-45.08271949;20250814; 07:42:28.9600;-65;38;312.899075;ACUST0220;56;969.768841;0;236.144653;0;1;0;6.547218319;33;0;836.7856349;132.9832061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.94313765;-45.08271423;-74.93745873;-45.08238968;-74.93146673;-45.08257;20250814; 07:45:34.9870;-65;38;386.023436;ACUST0220;57;1267.1488;0;274.782795;0;1;0;6.768567913;33;0;1093.386247;173.7625534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.93140071;-45.08257046;-74.92556704;-45.08271952;-74.91970481;-45.08279799;20250814; 07:48:44.0330;-65;38;382.161791;ACUST0220;58;987.06267;0;278.109263;0;1;0;7.000158222;33;0;851.7079825;135.3546875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.91963793;-45.08279626;-74.91388207;-45.08258333;-74.90801346;-45.0824718;20250814; 07:51:48.9190;-65;38;364.65244;ACUST0220;59;1202.334511;0;267.757871;0;1;0;7.265921092;33;0;1037.459861;164.8746498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.90794809;-45.0824737;-74.90210093;-45.08276662;-74.89624678;-45.08293816;20250814; 07:54:52.7860;-65;38;342.394598;ACUST0220;60;641.453155;0;256.371317;0;1;0;7.551581603;33;0;553.4914743;87.96168066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.89618456;-45.08293987;-74.89034662;-45.08312;-74.88461611;-45.08292444;20250814; 07:57:56.6480;-65;38;321.141703;ACUST0220;61;1095.498807;0;236.385115;0;1;0;7.857435086;33;0;945.2744056;150.2244014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.88455172;-45.08291928;-74.87879234;-45.08265039;-74.87286924;-45.08272068;20250814; 08:01:03.5560;-65;38;302.274287;ACUST0220;62;527.38575;0;202.801968;0;1;0;8.184242404;33;0;455.065992;72.31975798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.87279623;-45.08272411;-74.86698566;-45.08287734;-74.86123438;-45.08255798;20250814; 08:04:11.4010;-65;38;132.439642;ACUST0220;63;61.091355;0;99.656935;0;1;0;8.528970522;33;0;52.71397277;8.377382226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.86117007;-45.08254782;-74.8553191;-45.08215218;-74.84948335;-45.08246563;20250814; 08:07:18.1150;-65;38;132.391518;ACUST0220;64;38.142078;0;108.895906;0;1;0;8.885669037;33;0;32.91170185;5.230376152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.84941946;-45.08246906;-74.843665;-45.08286324;-74.83773302;-45.08273724;20250814; 08:10:24.8360;-65;38;126.636972;ACUST0220;65;14.396796;0;106.867329;0;1;0;9.254319349;33;0;12.42258111;1.974214894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.83767431;-45.08274295;-74.83747227;-45.08272492;-74.8372826;-45.08272259;20250814; 08:12:01.8260;-65;38;122.8902;ACUST0220;66;0;0;0;0;0;0;9.45430761;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.200125;-45.16759667;-75.19457404;-45.16718603;-75.18877199;-45.16749289;20250816; 05:43:16.2620;-65;38;397.456758;ACUST0221;1;144.454353;0;287.160412;0;1;0;3.285405075;33;0;124.6455056;19.80884741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.18868371;-45.16749851;-75.1829679;-45.16766101;-75.17703674;-45.16737513;20250816; 05:46:23.2190;-65;38;443.112877;ACUST0221;2;95.187252;0;301.337827;0;1;0;2.785348385;33;0;82.13434144;13.05291056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.17694878;-45.16736916;-75.17116522;-45.16712987;-75.16529165;-45.16713649;20250816; 05:49:33.0050;-65;38;515.87671;ACUST0221;3;164.039744;0;334.161094;0;1;0;2.361591162;33;0;141.5451761;22.49456794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.16520476;-45.16713667;-75.15929575;-45.16705232;-75.15351493;-45.16666437;20250816; 05:52:41.4520;-65;38;632.403289;ACUST0221;4;160.454149;0;385.400505;0;1;0;1.921284437;33;0;138.4512693;22.00287972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.15345117;-45.1666564;-75.14765172;-45.16646458;-75.14175067;-45.16654767;20250816; 05:55:48.5240;-65;38;677.8566;ACUST0221;5;135.97975;0;418.752153;0;1;0;1.565746127;33;0;117.3330145;18.64673554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.14167186;-45.16653489;-75.13571454;-45.16651902;-75.12996714;-45.16622667;20250816; 05:58:58.2430;-65;38;700.256202;ACUST0221;6;173.035095;0;422.567393;0;1;0;1.220347596;33;0;149.3070057;23.72808934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.12988963;-45.16622528;-75.12412183;-45.16580987;-75.11823494;-45.16601185;20250816; 06:02:09.3270;-65;38;700.232824;ACUST0221;7;90.529958;0;420.454509;0;1;0;1.07752079;33;0;78.11569642;12.41426158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.11814727;-45.16600679;-75.11227894;-45.16623291;-75.10657423;-45.16607301;20250816; 06:05:20.4020;-65;38;700.19606;ACUST0221;8;107.629712;0;427.436296;0;1;0;1.065898724;33;0;92.87058223;14.75912977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.10648685;-45.1660652;-75.10062851;-45.16581256;-75.09472149;-45.16579317;20250816; 06:08:31.4760;-65;38;700.159818;ACUST0221;9;98.08357;0;420.321493;0;1;0;1.296153066;33;0;84.63349092;13.45007908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.09462805;-45.16578789;-75.08879422;-45.16546545;-75.08301782;-45.16508196;20250816; 06:11:43.9040;-65;38;649.47643;ACUST0221;10;136.776882;0;415.456863;0;1;0;1.638805579;33;0;118.0208367;18.75604527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
